time,ax,ay,az,aMagnitude,Activity
10254,0.042976022,-0.012620807,-0.009996414,0.045892826,NO_ACTIVITY
10255,-0.038004428,0.023153067,0.016615868,0.047502506,NO_ACTIVITY
10256,0.177811414,-0.039960742,-0.069190025,0.194938502,NO_ACTIVITY
10257,-0.018075615,0.041772723,0.041215897,0.061403896,NO_ACTIVITY
10258,-0.066777617,0.05352366,0.023423195,0.088728115,NO_ACTIVITY
10259,-0.029370308,-0.026516914,0.029145241,0.049144753,NO_ACTIVITY
10260,-0.019843161,-0.032382011,0.03002739,0.048414769,NO_ACTIVITY
10261,-0.061649948,-0.008581758,0.007144928,0.062653114,NO_ACTIVITY
10262,-0.049937993,-0.04212606,-0.006049156,0.065612502,NO_ACTIVITY
10263,-0.10154134,-0.013657808,0.001067162,0.102461302,NO_ACTIVITY
10264,-0.123345554,-0.006731272,-0.038174629,0.129293225,NO_ACTIVITY
10265,-0.134668618,-0.012874246,-0.034305573,0.13956452,NO_ACTIVITY
10266,-0.119986504,0.003545523,-0.028090477,0.123281819,NO_ACTIVITY
10267,-0.136817604,0.015152812,-0.038523674,0.142943129,NO_ACTIVITY
10268,-0.139227778,0.000507236,-0.054813385,0.149630006,NO_ACTIVITY
10269,-0.096779108,0.024093866,-0.05193615,0.11244587,NO_ACTIVITY
10270,-0.018794209,-0.010991216,0.059410095,0.063273917,NO_ACTIVITY
10271,-0.124949008,0.052164435,-0.070464134,0.152638715,NO_ACTIVITY
10272,-0.08967638,0.071935296,-0.017165184,0.116237617,NO_ACTIVITY
10273,-0.051365554,0.085302114,0.013896942,0.100538529,NO_ACTIVITY
10274,-0.057286888,0.146133423,-0.003992081,0.157011788,NO_ACTIVITY
10275,-0.002258331,0.134094715,0.00914669,0.134425275,NO_ACTIVITY
10276,0.020462304,0.152999043,0.037603378,0.158875509,NO_ACTIVITY
10277,0.068239123,0.114720941,-0.007834435,0.133711819,NO_ACTIVITY
10278,0.09455651,0.130248427,0.013611794,0.161526677,NO_ACTIVITY
10279,0.108019322,0.095904708,0.050319672,0.152963905,NO_ACTIVITY
10280,0.163164943,0.091546535,0.009506226,0.187333754,NO_ACTIVITY
10281,0.162475735,0.056406021,-0.008411407,0.172193947,NO_ACTIVITY
10282,0.216820002,0.035941839,0.013014793,0.220163834,NO_ACTIVITY
10283,-0.098324805,0.087136984,-0.042509079,0.138085637,NO_ACTIVITY
10284,-0.015108794,0.035043478,0.070435524,0.080109201,NO_ACTIVITY
10285,0.024242669,-0.022943616,0.0420084,0.053654657,NO_ACTIVITY
10286,0.075455755,-0.015137076,0.063018799,0.099468945,NO_ACTIVITY
10287,-0.095339805,0.056357384,0.050431252,0.121692827,NO_ACTIVITY
10288,-0.082233727,0.067568302,0.009529114,0.106858155,NO_ACTIVITY
10289,-0.088226765,0.052741766,0.008188248,0.103115001,NO_ACTIVITY
10290,-0.082590431,0.061799765,-0.045389175,0.112696794,NO_ACTIVITY
10291,-0.095031023,0.038764,-0.00229454,0.102658696,NO_ACTIVITY
10292,-0.075852305,0.062487483,-0.011764526,0.098978087,NO_ACTIVITY
10293,-0.07141456,0.053843021,-0.046098709,0.10061909,NO_ACTIVITY
10294,-0.030577034,0.041632295,-0.048069,0.070560837,NO_ACTIVITY
10295,-0.050957859,0.007003188,0.002256393,0.051486302,NO_ACTIVITY
10296,-0.005093336,-0.017937899,-9.06e-05,0.018647211,NO_ACTIVITY
10297,0.003364831,-0.058188558,-0.032114029,0.066547285,NO_ACTIVITY
10298,0.068819374,-0.042312741,0.023248672,0.084065302,NO_ACTIVITY
10299,0.030448079,-0.038774729,-0.023481369,0.054607141,NO_ACTIVITY
10300,0.055454969,-0.078742743,-0.022071838,0.098807081,NO_ACTIVITY
10301,0.058200866,-0.070010662,-0.039666176,0.099308807,NO_ACTIVITY
10302,0.063420594,-0.100656033,0.036700249,0.124501875,NO_ACTIVITY
10303,0.068777263,-0.057353139,0.009094238,0.09001333,NO_ACTIVITY
10304,0.09457618,-0.047701836,0.00189209,0.10594196,NO_ACTIVITY
10305,0.121502042,-0.059485912,0.017314911,0.136385945,NO_ACTIVITY
10306,0.121366024,-0.058139443,0.000511169,0.134574024,NO_ACTIVITY
10307,0.116680741,-0.044666648,-0.026816368,0.127783498,NO_ACTIVITY
10308,0.113455176,-0.043211222,0.007833481,0.121657923,NO_ACTIVITY
10309,0.08567065,-0.035806537,0.018426895,0.094663186,NO_ACTIVITY
10310,0.055958927,-0.034295082,0.036060333,0.074885925,NO_ACTIVITY
10311,0.025150448,-0.06114912,0.006456375,0.066433762,NO_ACTIVITY
10312,-0.017038435,0.014770746,-0.005040169,0.023105984,NO_ACTIVITY
10313,0.037668258,0.015011191,-0.021824837,0.046049506,NO_ACTIVITY
10314,0.004278123,0.016485929,-0.015992165,0.023363166,NO_ACTIVITY
10315,0.026438862,0.006805658,0.025959969,0.03767294,NO_ACTIVITY
10316,0.026056558,0.005529284,0.006743431,0.027477101,NO_ACTIVITY
10317,0.023505211,-0.00289166,0.029244423,0.03763101,NO_ACTIVITY
10318,0.00196743,0.026791215,-0.007825851,0.027980063,NO_ACTIVITY
10319,0.000985116,0.006261587,0.013594627,0.014999727,NO_ACTIVITY
10320,0.023884892,0.040597796,0.021773338,0.051891689,NO_ACTIVITY
10321,0.011157393,0.001053929,0.037006378,0.038666138,NO_ACTIVITY
10322,-0.02300483,0.0081352,-0.015584946,0.028953311,NO_ACTIVITY
10323,-0.049721748,-0.001519799,-0.02142334,0.054161993,NO_ACTIVITY
10324,-0.012208819,-0.001698971,-0.035535812,0.037612973,NO_ACTIVITY
10325,-0.022578537,-0.02069962,-0.022185326,0.037821334,NO_ACTIVITY
10326,0.011353523,0.020077586,-0.000179291,0.023066081,NO_ACTIVITY
10327,-0.011688054,-0.018072248,-0.007738113,0.022871273,NO_ACTIVITY
10328,-0.030327231,-0.024632573,-0.033538818,0.051491329,NO_ACTIVITY
10329,-0.070637822,-0.032717347,-0.018994331,0.080130589,NO_ACTIVITY
10330,-0.00617671,-0.01819706,-0.004572868,0.019753376,NO_ACTIVITY
10331,-0.008869499,-0.031062722,-0.025891304,0.041399521,NO_ACTIVITY
10332,0.010932833,-0.007075548,-0.018530846,0.022649116,NO_ACTIVITY
10333,0.012881607,-0.020084143,0.010145187,0.025927464,NO_ACTIVITY
10334,0.045656323,-0.009286046,-0.020812035,0.051028142,NO_ACTIVITY
10335,0.037894875,0.006221771,-0.008750916,0.039386679,NO_ACTIVITY
10336,0.038712561,-0.005695581,0.043587685,0.058574639,NO_ACTIVITY
10337,0.024203598,-0.002286434,0.012312889,0.027251591,NO_ACTIVITY
10338,0.025364965,-0.010676861,0.031193733,0.041598387,NO_ACTIVITY
10339,-0.052018285,-0.024891615,-0.027844429,0.064037541,NO_ACTIVITY
10340,0.036106974,0.009581685,0.051112175,0.063308583,NO_ACTIVITY
10341,0.030938596,-0.020443797,0.017775536,0.041123171,NO_ACTIVITY
10342,-0.001700163,-0.005141616,-0.007297516,0.009087382,NO_ACTIVITY
10343,-0.003430426,-0.00201273,0.00494957,0.006349578,NO_ACTIVITY
10344,0.017917663,-0.02926898,0.002541542,0.034411848,NO_ACTIVITY
10345,0.024827868,-0.0101614,-0.010560036,0.028830391,NO_ACTIVITY
10346,-0.001770258,-0.010132432,0.004973412,0.011425183,NO_ACTIVITY
10347,0.025210559,-0.024492979,0.000171661,0.035149791,NO_ACTIVITY
10348,-0.005204707,-0.005354762,0.00374794,0.008355209,NO_ACTIVITY
10349,0.000393897,-0.016010404,-0.035464287,0.038912772,NO_ACTIVITY
10350,-0.008214474,0.003086925,-0.020906448,0.022673471,NO_ACTIVITY
10351,0.004635483,0.006613016,-0.018344879,0.020043809,NO_ACTIVITY
10352,0.025643587,0.004145622,-0.022933006,0.034651155,NO_ACTIVITY
10353,0.002683371,0.01241374,-0.003730774,0.013237073,NO_ACTIVITY
10354,0.005150646,-0.009854198,-0.00484848,0.012130215,NO_ACTIVITY
10355,0.007397562,0.026554346,0.014116287,0.030969772,NO_ACTIVITY
10356,-0.010236591,0.043930769,0.056818962,0.07254719,NO_ACTIVITY
10357,-0.002628356,-0.017040968,0.040882111,0.044369469,NO_ACTIVITY
10358,0.009713292,0.035225987,-0.012945175,0.03876591,NO_ACTIVITY
10359,-0.032613218,0.003963709,-0.009309769,0.034146812,NO_ACTIVITY
10360,0.013199449,0.008567452,0.007363319,0.017373692,NO_ACTIVITY
10361,-0.031735837,0.010813713,0.002529144,0.033622854,NO_ACTIVITY
10362,-0.005075514,0.026187658,-0.03313446,0.042537592,NO_ACTIVITY
10363,-0.004794538,-0.007212639,-0.00435257,0.009693019,NO_ACTIVITY
10364,-0.013092905,0.002425313,-0.016182899,0.020956921,NO_ACTIVITY
10365,-0.003564894,0.015465021,-0.032674789,0.03632516,NO_ACTIVITY
10366,0.021259427,0.018872499,-0.019332886,0.034378699,NO_ACTIVITY
10367,0.002754599,0.027458906,-0.008584023,0.028900948,NO_ACTIVITY
10368,-0.014237911,-0.010462761,0.028940201,0.033907561,NO_ACTIVITY
10369,-0.005453169,0.021434665,0.011482239,0.024920347,NO_ACTIVITY
10370,-0.021363169,-0.031072497,-0.000638008,0.037713289,NO_ACTIVITY
10371,-0.006744087,-0.022117257,0.008384705,0.024595915,NO_ACTIVITY
10372,-0.01816681,-0.026616931,0.003554344,0.032421095,NO_ACTIVITY
10373,-0.009407222,-0.033428311,0.028467178,0.044903542,NO_ACTIVITY
10374,-0.012575477,-0.030786991,-0.013357162,0.03583846,NO_ACTIVITY
10375,-0.022945613,0.007413983,0.00692749,0.02508901,NO_ACTIVITY
10376,-0.033258975,-0.003429055,0.009225845,0.034684781,NO_ACTIVITY
10377,-0.069502085,0.017917633,-0.031257629,0.078285509,NO_ACTIVITY
10378,-0.041415483,-0.008558035,-0.04172039,0.059406003,NO_ACTIVITY
10379,-0.063517839,0.024605155,0.015613556,0.069883565,NO_ACTIVITY
10380,-0.052319944,0.030222535,-0.003535271,0.060525006,NO_ACTIVITY
10381,-0.03884241,-0.00453043,-0.023703575,0.045728734,NO_ACTIVITY
10382,-0.009543389,-0.016514063,-0.017904282,0.026160158,NO_ACTIVITY
10383,-0.059995264,0.003574967,-0.043725967,0.074324776,NO_ACTIVITY
10384,-0.042847574,0.01176393,0.027122498,0.052057031,NO_ACTIVITY
10385,-0.013069272,0.025841832,-0.030115128,0.041779505,NO_ACTIVITY
10386,-0.009676754,0.005538344,-0.003705978,0.011749345,NO_ACTIVITY
10387,-0.006312519,-0.012351394,-0.014355659,0.019962209,NO_ACTIVITY
10388,-0.018607825,0.01741612,0.008347511,0.026818899,NO_ACTIVITY
10389,-0.009386659,-0.014640093,-0.005935669,0.018375904,NO_ACTIVITY
10390,0.001056015,-0.048856854,0.042840958,0.064988115,NO_ACTIVITY
10391,0.052914143,-0.022349596,0.037746429,0.068732844,NO_ACTIVITY
10392,0.046270728,-0.018552065,0.026760101,0.0565797,NO_ACTIVITY
10393,0.032654315,-0.018351793,0.044366837,0.058064695,NO_ACTIVITY
10394,0.032278717,0.009133339,-0.00232029,0.033626138,NO_ACTIVITY
10395,-0.034673721,0.014338613,-0.046905518,0.060066549,NO_ACTIVITY
10396,0.012737572,-0.007277846,0.011367798,0.018559085,NO_ACTIVITY
10397,0.039323747,-0.027525663,-0.021653175,0.052658136,NO_ACTIVITY
10398,0.031667113,-0.030672193,-0.019507408,0.048209215,NO_ACTIVITY
10399,-0.011195868,0.006173372,0.006492615,0.014339178,NO_ACTIVITY
10400,-0.035611123,-0.011790872,-0.032790184,0.049823417,NO_ACTIVITY
10401,-0.019560039,-0.00339222,-0.00758934,0.021253244,NO_ACTIVITY
10402,-0.027437061,-0.011556268,-0.019400597,0.035534811,NO_ACTIVITY
10403,-0.03662008,0.010015845,-0.028733253,0.04761247,NO_ACTIVITY
10404,-0.054073215,0.021834254,-0.002363205,0.058362933,NO_ACTIVITY
10405,-0.083416194,0.00868988,0.009552956,0.084409919,NO_ACTIVITY
10406,-0.055537403,0.022900939,-0.030900955,0.067555349,NO_ACTIVITY
10407,-0.011278272,0.014534473,-0.008050919,0.020081524,NO_ACTIVITY
10408,-0.02310133,0.00011766,-0.021052361,0.031255194,NO_ACTIVITY
10409,-0.00876978,0.013245344,-0.00661087,0.017206156,NO_ACTIVITY
10410,0.005632162,-0.048161149,-0.01103878,0.049729993,NO_ACTIVITY
10411,-0.012299389,0.001240969,-0.007743835,0.014587047,NO_ACTIVITY
10412,0.022120088,-0.011815667,-0.008588791,0.026508029,NO_ACTIVITY
10413,0.05047828,0.010937929,-0.012071609,0.05304167,NO_ACTIVITY
10414,0.02871725,-0.008226395,-0.007228851,0.030734513,NO_ACTIVITY
10415,0.046380043,-0.00321424,-0.008337021,0.047232887,NO_ACTIVITY
10416,0.051981211,-0.019812226,-0.011832237,0.056873301,NO_ACTIVITY
10417,0.045707136,-0.014814734,0.01796627,0.051297227,NO_ACTIVITY
10418,0.040722251,-0.034829259,0.003562927,0.05370357,NO_ACTIVITY
10419,0.042954683,-0.074817777,-0.015465736,0.087646982,NO_ACTIVITY
10420,0.05939886,-0.033887267,0.015526772,0.070125973,NO_ACTIVITY
10421,0.067639112,-0.030018568,0.016569138,0.075833372,NO_ACTIVITY
10422,0.047190666,-0.026133299,0.03424263,0.063894178,NO_ACTIVITY
10423,-0.007554591,0.014405131,-0.030228615,0.034327086,NO_ACTIVITY
10424,0.036864817,-0.002851129,0.044013977,0.057483683,NO_ACTIVITY
10425,0.008211941,-0.033225298,-0.00433445,0.034498461,NO_ACTIVITY
10426,-0.008854032,0.001365781,-0.004369736,0.009967639,NO_ACTIVITY
10427,-0.001940727,0.000749707,0.030114174,0.030185956,NO_ACTIVITY
10428,0.012446225,-0.009840846,0.000177383,0.015867647,NO_ACTIVITY
10429,-0.003257096,-0.007282853,-0.018808365,0.020430448,NO_ACTIVITY
10430,0.021551162,-0.007227778,0.013424873,0.026399254,NO_ACTIVITY
10431,0.047360003,0.00950563,0.024014473,0.053944618,NO_ACTIVITY
10432,0.012190402,0.015434861,-0.014169693,0.024240896,NO_ACTIVITY
10433,0.025943607,-0.013162851,-0.01759243,0.033997426,NO_ACTIVITY
10434,0.015826136,-0.015312672,0.015844345,0.027129094,NO_ACTIVITY
10435,0.011839449,-0.00802958,0.00622654,0.015601811,NO_ACTIVITY
10436,0.010268301,0.011020422,0.020439148,0.025389889,NO_ACTIVITY
10437,0.007555485,-0.000836492,0.033358574,0.034213733,NO_ACTIVITY
10438,0.002791315,-0.010051727,0.004014015,0.0111777,NO_ACTIVITY
10439,-0.020002484,0.016993284,0.021212578,0.033746771,NO_ACTIVITY
10440,-0.02347967,0.002373457,0.011350632,0.026187116,NO_ACTIVITY
10441,-0.048094332,0.018759608,0.013596535,0.053384019,NO_ACTIVITY
10442,-0.040351838,-0.005268693,-0.010295868,0.041976599,NO_ACTIVITY
10443,-0.061137199,0.030244946,-0.014994621,0.069838046,NO_ACTIVITY
10444,-0.053269178,-0.003270268,0.019564629,0.056842543,NO_ACTIVITY
10445,-0.038392544,0.022777081,-0.011504173,0.04609912,NO_ACTIVITY
10446,-0.049671799,0.018999338,0.005204201,0.053435439,NO_ACTIVITY
10447,-0.033762008,0.055789948,-0.004327774,0.065353814,NO_ACTIVITY
10448,0.001990408,0.022219419,-0.0232687,0.032235023,NO_ACTIVITY
10449,-0.008913726,0.042384267,-0.034923553,0.055637534,NO_ACTIVITY
10450,-0.005680501,0.026880503,-0.014383316,0.031011438,NO_ACTIVITY
10451,-0.023546159,0.026361346,0.02341938,0.042400584,NO_ACTIVITY
10452,0.015305817,0.004244447,-0.023726463,0.028552205,NO_ACTIVITY
10453,0.009720445,0.03649497,0.004049301,0.037983769,NO_ACTIVITY
10454,-0.006580383,-0.009907603,0.005415916,0.013068825,NO_ACTIVITY
10455,-0.035235852,0.003507495,0.033379555,0.048662742,NO_ACTIVITY
10456,0.004548699,-0.011938691,0.004585266,0.013573786,NO_ACTIVITY
10457,-0.007187486,-0.017704844,0.005735397,0.019950345,NO_ACTIVITY
10458,-0.034398168,-0.00214839,0.009244919,0.035683583,NO_ACTIVITY
10459,-0.016338646,0.013521075,-0.0014925,0.021260254,NO_ACTIVITY
10460,0.028833419,-0.011353135,0.015175819,0.034504568,NO_ACTIVITY
10461,0.009423494,0.005363464,-0.019389153,0.022215045,NO_ACTIVITY
10462,-0.001545906,0.005317807,-0.021595001,0.022293788,NO_ACTIVITY
10463,0.020737976,-0.029204965,-0.002402306,0.035899369,NO_ACTIVITY
10464,0.007054895,-0.012503028,-0.016635895,0.021973854,NO_ACTIVITY
10465,0.031481385,0.001846313,-0.008162498,0.032574727,NO_ACTIVITY
10466,-0.008524358,0.031929731,0.016067505,0.036746934,NO_ACTIVITY
10467,0.010569394,-0.000526428,0.022809982,0.025145268,NO_ACTIVITY
10468,0.034488052,-0.004243612,-0.00945282,0.036010968,NO_ACTIVITY
10469,-0.007849097,-0.022171378,0.009633064,0.025416024,NO_ACTIVITY
10470,0.000105351,0.010094047,-0.017745018,0.020415351,NO_ACTIVITY
10471,-0.014252216,0.039691329,-0.002153397,0.042227531,NO_ACTIVITY
10472,-0.020191878,-0.021251082,0.025183678,0.03864632,NO_ACTIVITY
10473,-0.007107407,0.044321656,0.003609657,0.045032811,NO_ACTIVITY
10474,-0.001094252,0.017918468,0.014281273,0.022939565,NO_ACTIVITY
10475,0.008369416,0.029713988,0.018923759,0.036208796,NO_ACTIVITY
10476,0.003787309,-0.002737999,0.013986588,0.014746694,NO_ACTIVITY
10477,-0.039878905,0.004485607,-0.003951073,0.040324418,NO_ACTIVITY
10478,-0.032105118,0.01870656,0.017448425,0.041050232,NO_ACTIVITY
10479,-0.00070259,-0.002961636,0.002440453,0.003901375,NO_ACTIVITY
10480,0.016424507,0.012066007,-0.003155708,0.02062308,NO_ACTIVITY
10481,0.022966355,0.02223134,-0.041295052,0.052220372,NO_ACTIVITY
10482,0.028296828,-0.006391883,0.01234436,0.031526971,NO_ACTIVITY
10483,0.001439631,0.010313749,0.01480484,0.018100532,NO_ACTIVITY
10484,-0.004561335,0.01608479,0.044366837,0.047412471,NO_ACTIVITY
10485,-0.002017528,-0.049407125,0.022607803,0.054371382,NO_ACTIVITY
10486,0.020620972,-0.001392484,0.047371864,0.051684205,NO_ACTIVITY
10487,0.015818179,0.019885778,0.042205811,0.049264484,NO_ACTIVITY
10488,0.005267411,-0.008875489,0.018075943,0.02081489,NO_ACTIVITY
10489,-0.021923274,-0.008845448,-0.010595322,0.02590623,NO_ACTIVITY
10490,-0.00132665,-0.004135132,0.008472443,0.009520588,NO_ACTIVITY
10491,-0.005888045,0.001717925,-0.024879456,0.025624357,NO_ACTIVITY
10492,-0.022223055,0.018348217,-0.006865501,0.029625266,NO_ACTIVITY
10493,0.001925528,-0.00551188,-0.012750626,0.014023799,NO_ACTIVITY
10494,0.024328798,-0.023348808,-0.001873016,0.033772259,NO_ACTIVITY
10495,-0.021787643,0.026601672,-0.012647629,0.036637588,NO_ACTIVITY
10496,-0.005976349,0.034372449,-0.034838676,0.049304314,NO_ACTIVITY
10497,-0.026201814,0.03891027,-0.023844719,0.052622379,NO_ACTIVITY
10498,-0.034449726,0.012453198,-0.017700195,0.040683691,NO_ACTIVITY
10499,-0.021309406,0.034912586,-0.013979912,0.043225194,NO_ACTIVITY
10500,0.002481818,0.015750408,0.007539749,0.017637534,NO_ACTIVITY
10501,-0.012990296,0.03351593,-0.010328293,0.037399719,NO_ACTIVITY
10502,0.023931742,0.041685343,0.023032188,0.053299885,NO_ACTIVITY
10503,-0.012997299,-0.004748225,0.045434952,0.047495371,NO_ACTIVITY
10504,-0.025640339,-0.003498912,0.030792236,0.040222272,NO_ACTIVITY
10505,-0.017892569,0.001178503,0.022188187,0.028528031,NO_ACTIVITY
10506,0.006381899,0.003672242,0.029128075,0.03004428,NO_ACTIVITY
10507,-0.04545477,0.03943634,-0.031544685,0.067944303,NO_ACTIVITY
10508,0.0363774,0.010245323,0.027978897,0.047022341,NO_ACTIVITY
10509,-0.012500256,0.00043714,-0.009076118,0.015453913,NO_ACTIVITY
10510,-0.002835035,0.005119085,-0.048952103,0.049300617,NO_ACTIVITY
10511,0.034460604,0.022104859,0.014642715,0.043480653,NO_ACTIVITY
10512,0.048943341,-0.051677704,-0.00682354,0.071502422,NO_ACTIVITY
10513,0.065921098,-0.026285768,0.051456451,0.087660134,NO_ACTIVITY
10514,0.038802743,-0.023780227,-0.032108307,0.055696458,NO_ACTIVITY
10515,0.05121851,-0.040271282,-0.022330284,0.068874912,NO_ACTIVITY
10516,0.032737017,-0.045757294,0.007575989,0.056770043,NO_ACTIVITY
10517,0.047775388,-0.030157924,0.001550674,0.056518958,NO_ACTIVITY
10518,0.032997727,-0.032346368,0.039544106,0.060818367,NO_ACTIVITY
10519,0.036340207,-0.024989367,-0.037997246,0.058214,NO_ACTIVITY
10520,0.027904987,-0.027223229,-0.00087738,0.038994388,NO_ACTIVITY
10521,0.026663274,-0.011597037,0.031187057,0.042638644,NO_ACTIVITY
10522,-0.013633668,-0.020028591,-0.031931877,0.04008324,NO_ACTIVITY
10523,0.004104644,-0.014947653,-0.010640144,0.018801412,NO_ACTIVITY
10524,0.021104246,0.01256156,-0.008398056,0.025955911,NO_ACTIVITY
10525,-0.007363051,0.014794469,0.001158714,0.016566033,NO_ACTIVITY
10526,0.00710389,0.012254,0.034394264,0.037196655,NO_ACTIVITY
10527,-0.017765582,-0.000978947,0.012714386,0.021868467,NO_ACTIVITY
10528,-0.043703765,-0.018820405,0.014977455,0.049885377,NO_ACTIVITY
10529,-0.057607323,-0.008061647,-0.042170525,0.071846691,NO_ACTIVITY
10530,-0.02279824,0.026259065,0.018738747,0.039502391,NO_ACTIVITY
10531,-0.038102776,0.034192681,0.010250092,0.052211353,NO_ACTIVITY
10532,-0.015360177,0.007795095,-0.002893448,0.01746627,NO_ACTIVITY
10533,0.004722476,-0.010090828,-0.008796692,0.014195365,NO_ACTIVITY
10534,-0.021790266,0.033910036,-0.015836716,0.043307133,NO_ACTIVITY
10535,-0.008891821,-0.005282521,0.025081635,0.027130387,NO_ACTIVITY
10536,0.037829071,-0.012393594,0.000874519,0.039817139,NO_ACTIVITY
10537,0.028246999,0.000560641,0.002016068,0.028324403,NO_ACTIVITY
10538,0.041367471,-0.012627244,0.020976067,0.048069849,NO_ACTIVITY
10539,-0.045447528,0.022719026,-0.013039589,0.052456295,NO_ACTIVITY
10540,-0.009269893,0.039279342,0.000143051,0.040358618,NO_ACTIVITY
10541,-0.017465651,-9.48e-05,-0.035473824,0.039540487,NO_ACTIVITY
10542,-0.00522995,0.001274347,-0.017346382,0.018162415,NO_ACTIVITY
10543,-0.032411188,0.01809442,-0.062315941,0.072533921,NO_ACTIVITY
10544,-0.022416353,0.010922313,-0.01190567,0.027632133,NO_ACTIVITY
10545,-0.011225581,0.031123757,0.045205116,0.056019679,NO_ACTIVITY
10546,0.009319067,-0.008196831,0.013952255,0.01867347,NO_ACTIVITY
10547,-0.013126493,-0.016310096,-0.000409126,0.020940187,NO_ACTIVITY
10548,-0.000910044,-0.006538033,0.011479378,0.013241985,NO_ACTIVITY
10549,0.012392402,-0.025511622,-0.004070282,0.028652778,NO_ACTIVITY
10550,0.006776899,0.018100619,-0.038300514,0.042900911,NO_ACTIVITY
10551,0.007674783,-0.027676702,-0.021859169,0.036093287,NO_ACTIVITY
10552,0.02306813,-0.032422066,0.024815559,0.046894999,NO_ACTIVITY
10553,-0.022474289,-0.032981396,0.010995865,0.041397768,NO_ACTIVITY
10554,0.026055962,-0.036775231,-0.004308701,0.045275774,NO_ACTIVITY
10555,0.013713658,-0.050782561,-0.01614666,0.055024064,NO_ACTIVITY
10556,0.025281638,0.00186801,-0.037387848,0.045171914,NO_ACTIVITY
10557,0.024852246,-0.025508881,-0.014503479,0.038453713,NO_ACTIVITY
10558,0.006630212,0.005602837,-0.019122124,0.021000169,NO_ACTIVITY
10559,0.013601452,-0.009817719,0.003617287,0.017160183,NO_ACTIVITY
10560,0.009784847,0.004527211,-0.004718781,0.011768847,NO_ACTIVITY
10561,-0.002090752,0.00812006,-0.018927574,0.020701683,NO_ACTIVITY
10562,0.019340992,-0.018088937,-0.015209198,0.030538554,NO_ACTIVITY
10563,0.008883148,0.020193934,-0.021663666,0.030919569,NO_ACTIVITY
10564,-0.013883173,0.010628223,0.019361496,0.026087721,NO_ACTIVITY
10565,0.004389822,0.012375593,-0.009859085,0.016420335,NO_ACTIVITY
10566,0.002109021,-0.024363756,-0.021962166,0.032869094,NO_ACTIVITY
10567,0.003335387,-0.008219361,0.010590553,0.013814576,NO_ACTIVITY
10568,0.017220974,0.00115478,0.02118206,0.027323527,NO_ACTIVITY
10569,0.017990559,-0.016925216,-0.013460159,0.028130038,NO_ACTIVITY
10570,0.020064741,0.017310977,0.038873672,0.047047063,NO_ACTIVITY
10571,0.026887536,0.008679628,0.023094177,0.036491322,NO_ACTIVITY
10572,-0.000506341,0.021472573,0.006239891,0.022366583,NO_ACTIVITY
10573,0.005615294,0.025688171,-0.014057159,0.029816395,NO_ACTIVITY
10574,-0.010724187,0.016960621,-0.032985687,0.038609926,NO_ACTIVITY
10575,0.007468671,0.010735273,0.001702309,0.013188062,NO_ACTIVITY
10576,-0.017406285,0.018972635,-0.012568474,0.02865146,NO_ACTIVITY
10577,-0.012285054,0.022395968,0.017222404,0.03080768,NO_ACTIVITY
10578,0.011657804,0.00658071,-0.008734703,0.01598453,NO_ACTIVITY
10579,-0.011960924,0.021117449,0.012330055,0.027222061,NO_ACTIVITY
10580,0.000272214,-0.000275254,0.008838654,0.008847127,NO_ACTIVITY
10581,0.006326377,0.004504442,-0.000739098,0.007801238,NO_ACTIVITY
10582,-0.012728304,0.001161575,0.013554573,0.018630229,NO_ACTIVITY
10583,-0.012675732,-0.006983161,0.019406319,0.024208344,NO_ACTIVITY
10584,-0.020770252,0.015720487,0.012122154,0.028731232,NO_ACTIVITY
10585,0.001949936,0.00959599,-0.011739731,0.015287464,NO_ACTIVITY
10586,0.029258162,0.013051033,0.022799492,0.039321576,NO_ACTIVITY
10587,0.03250128,0.017479897,0.01783371,0.040986842,NO_ACTIVITY
10588,0.022635311,-0.020647645,0.043823242,0.053471105,NO_ACTIVITY
10589,0.021247745,-0.014623523,-0.00762558,0.026897277,NO_ACTIVITY
10590,0.002058595,0.006740093,0.012612343,0.014447763,NO_ACTIVITY
10591,0.0025087,0.010426164,-0.018637657,0.021502575,NO_ACTIVITY
10592,0.045749456,-0.010462761,0.011884689,0.048412064,NO_ACTIVITY
10593,0.025663346,0.042779326,-0.025924683,0.056220701,NO_ACTIVITY
10594,-0.030859947,0.011538625,-0.013772964,0.035709533,NO_ACTIVITY
10595,-0.026383072,-0.005843401,0.014344215,0.0305936,NO_ACTIVITY
10596,-0.052024961,-0.028223991,0.026108742,0.064690468,NO_ACTIVITY
10597,-0.024006963,-0.020803928,0.019948006,0.037510807,NO_ACTIVITY
10598,-0.027298361,-0.034671426,0.009116173,0.045060103,NO_ACTIVITY
10599,-0.011659622,-0.026064634,0.018545151,0.034047534,NO_ACTIVITY
10600,0.016799033,-0.046196938,0.026690483,0.055935198,NO_ACTIVITY
10601,-0.042867571,-0.064735413,0.04786396,0.091209983,NO_ACTIVITY
10602,0.004740238,-0.054723382,0.002337456,0.054978015,NO_ACTIVITY
10603,-0.003929675,0.008732319,0.007088661,0.011914061,NO_ACTIVITY
10604,-0.021110892,-0.022150636,-0.011940002,0.032846371,NO_ACTIVITY
10605,-0.002447516,-0.044570208,-0.021324158,0.049469318,NO_ACTIVITY
10606,-0.04129526,-0.020402431,0.004878044,0.046317956,NO_ACTIVITY
