ax,ay,az,gx,gy,gz,aMagnitude,gMagnitude,Activity
-0.093948007,0.009994745,-0.061346054,-0.63322109,0.717141926,-0.244133428,0.112647509,0.987351316,NO_ACTIVITY
-0.091872931,0.023720503,-0.080871582,-0.938387871,0.106808379,-0.305166781,0.124673615,0.99252536,NO_ACTIVITY
-0.086403906,-0.004137635,-0.049151421,-0.999421239,-0.442491829,-0.061033357,0.099491795,1.094699458,NO_ACTIVITY
-0.100273013,-0.010264158,-0.05570507,-1.243554592,-0.320425123,-0.061033357,0.115165468,1.285622555,NO_ACTIVITY
-0.068928063,0.004081368,-0.056223869,-1.365621328,-0.503525198,0.0,0.08904414,1.455492781,NO_ACTIVITY
-0.049842536,0.002757311,-0.025888443,-1.30458796,-0.503525198,0.183100075,0.056232488,1.410323724,NO_ACTIVITY
-0.054896772,-0.012645006,-0.013608932,-1.365621328,-0.930758715,0.061033357,0.057954765,1.653770984,NO_ACTIVITY
-0.019650221,-0.00771451,-0.027569771,-1.426654696,-1.1138587,0.0,0.034723725,1.809979234,NO_ACTIVITY
-0.057266235,-0.013525963,0.008459091,-1.487688065,-1.1138587,-0.061033357,0.059446864,1.859468217,NO_ACTIVITY
0.008687735,-0.110648394,0.063385963,1.38087976,0.778175294,0.183100075,0.12781363,1.595591219,NO_ACTIVITY
0.015830755,-0.024072528,0.040613174,-1.30458796,-1.235925555,0.061033357,0.049794873,1.798106447,NO_ACTIVITY
-0.019756019,-0.067610264,0.056918144,-1.121487975,-1.1138587,-0.427233517,0.090560053,1.637359142,NO_ACTIVITY
0.006784439,-0.083900094,0.024485588,-0.938387871,-0.991792023,-0.305166781,0.087662982,1.399053243,NO_ACTIVITY
-0.008426785,-0.070654154,0.025526047,-0.63322109,-0.808691978,-0.244133428,0.075594968,1.055723825,NO_ACTIVITY
0.011237741,-0.094424605,0.075265884,-0.511154354,-0.625591934,-0.183100075,0.121273436,0.828353595,NO_ACTIVITY
0.026013434,-0.092023134,0.067548752,-0.328054279,-0.442491829,-0.488266855,0.117080271,0.736086375,NO_ACTIVITY
0.020609975,-0.105272293,0.072935104,-0.022887509,-0.320425123,-0.244133428,0.129717216,0.403481385,NO_ACTIVITY
-0.008294344,-0.11031723,0.050930977,0.221245915,-0.076291695,-0.427233517,0.121789375,0.487133099,NO_ACTIVITY
0.020123184,-0.113201857,0.058759689,0.343312621,0.045775019,-0.244133428,0.129121276,0.423745252,NO_ACTIVITY
0.005800903,-0.120901108,0.096220016,0.465379357,0.350941777,-0.244133428,0.154625418,0.631932914,NO_ACTIVITY
0.003632784,-0.112038255,0.078720093,0.770546138,0.59507519,-0.305166781,0.136976716,1.020285547,NO_ACTIVITY
0.020759404,-0.08562088,0.07679081,0.892612815,0.778175294,0.0,0.116870511,1.184193576,NO_ACTIVITY
0.002736509,-0.046482921,0.028532028,-1.365621328,-1.296958804,-0.122066714,0.05460977,1.887306026,NO_ACTIVITY
-0.034097135,0.057741284,-0.085622787,-0.144954219,1.022308707,-0.610333562,0.108756298,1.199430646,NO_ACTIVITY
-0.044746518,-0.173169374,-0.156476021,-2.525255203,-2.944859505,0.610333562,0.237643911,3.927036847,NO_ACTIVITY
-0.010496199,-0.114818692,-0.140408516,-3.135588646,-2.700726032,0.488266855,0.181681187,4.16704233,NO_ACTIVITY
0.008732378,0.0585953,-0.126299858,0.587446034,1.083342075,0.427233517,0.139503827,1.304320272,NO_ACTIVITY
-0.004803658,0.031924248,-0.125189781,-0.205987573,0.656108558,0.122066714,0.129285398,0.698433678,NO_ACTIVITY
-0.044719338,0.024803042,-0.138309479,-0.816321135,0.167841733,0.061033357,0.147460239,0.835629172,NO_ACTIVITY
-0.029973745,0.043217301,-0.133424759,-1.30458796,-0.259391785,0.0,0.14341662,1.330125499,NO_ACTIVITY
-0.038348496,0.039270282,-0.123796463,-1.670788169,-0.869725347,0.0,0.135419077,1.883601679,NO_ACTIVITY
-0.049473703,0.009681702,-0.094003677,-2.342155218,-0.74765861,0.0,0.106668055,2.458594001,NO_ACTIVITY
-0.055849612,-0.021569133,-0.102384567,-2.830421925,-1.235925555,0.0,0.118604411,3.088494819,NO_ACTIVITY
-0.088507712,-0.011770487,-0.065495491,-3.074555159,-1.357992172,0.427233517,0.110733097,3.388150032,NO_ACTIVITY
-0.091236532,-0.044516683,-0.066866875,-3.440755367,-1.724192381,0.305166781,0.121560761,3.860668806,NO_ACTIVITY
-0.089552402,-0.045954108,-0.015962601,-3.68488884,-1.846258998,0.549300194,0.101912793,4.157981331,NO_ACTIVITY
-0.092664719,-0.039999843,-0.023636818,-3.806955814,-1.907292366,0.854467034,0.103660198,4.342901179,NO_ACTIVITY
0.00295949,0.068114877,-0.134510994,0.831579506,1.205408812,0.305166781,0.150803191,1.49588156,NO_ACTIVITY
-0.039983571,-0.049452066,0.021029472,-3.929022312,-2.090392351,0.793433607,0.066980829,4.520673998,NO_ACTIVITY
-0.021295786,-0.025624514,0.047797203,-3.806955814,-2.151425838,0.976533711,0.058264044,4.480531643,NO_ACTIVITY
-0.008420765,-0.025787711,0.02652359,-3.806955814,-1.907292366,1.159633756,0.037939638,4.413097233,NO_ACTIVITY
0.036474943,-0.020238042,0.071903229,-3.501788855,-1.968325853,0.915500283,0.083126856,4.120069492,NO_ACTIVITY
0.029807508,-0.005437136,0.051528931,-3.257655382,-1.968325853,0.854467034,0.059776924,3.9008639,NO_ACTIVITY
0.006703258,0.029273152,0.06456089,-2.830421925,-1.602125525,0.793433607,0.071203649,3.347780064,NO_ACTIVITY
0.050573468,0.003922462,0.059616089,-2.464221716,-1.541092277,0.793433607,0.078276046,3.012787905,NO_ACTIVITY
0.051444173,0.016584396,0.096253395,-2.220088243,-1.357992172,0.732400298,0.1103914,2.703579987,NO_ACTIVITY
0.062197149,-0.026996136,0.096920967,-1.731821418,-0.930758715,0.732400298,0.118283348,2.098077073,NO_ACTIVITY
0.067042112,-0.015911579,0.109404564,-1.243554592,-0.564558566,0.610333562,0.129294941,1.495881497,NO_ACTIVITY
0.036391437,-0.042156816,0.118152618,-1.060454488,-0.625591934,0.67136693,0.130619964,1.402377461,NO_ACTIVITY
0.041838884,-0.022226572,0.118455887,-0.694254398,-0.198358402,0.549300194,0.127578642,0.90722981,NO_ACTIVITY
-0.02229625,-0.030369163,0.026107788,-3.745922089,-2.090392351,0.854467034,0.045836944,4.373989756,NO_ACTIVITY
-0.062210619,-0.158915758,-0.145460129,-2.769388676,-2.76175952,0.610333562,0.224238775,3.958451255,NO_ACTIVITY
-0.001838863,0.05883646,-0.09484005,1.197779655,1.388508797,0.366200149,0.11162323,1.86995597,NO_ACTIVITY
0.035299957,0.083427429,-0.104569435,1.991213202,1.510575533,0.549300194,0.138350965,2.559003549,NO_ACTIVITY
0.011198401,-0.146818876,-0.103261948,-3.379722118,-2.45659256,0.610333562,0.179844979,4.222543743,NO_ACTIVITY
0.044862151,-0.128565669,-0.083008766,-3.257655382,-1.846258998,0.549300194,0.15947476,3.784537168,NO_ACTIVITY
0.060821891,-0.096107006,0.004834175,-3.562822104,-1.602125525,0.610333562,0.113838606,3.953860721,NO_ACTIVITY
0.04373157,-0.11011076,0.030239105,-3.562822104,-0.930758715,0.549300194,0.122275235,3.723136289,NO_ACTIVITY
0.05456841,-0.057533026,0.085156441,-3.01352191,-0.503525198,0.488266855,0.116358841,3.094067945,NO_ACTIVITY
0.102518022,-0.011667967,0.075442314,-3.196622133,-0.381458491,0.488266855,0.127818735,3.256118574,NO_ACTIVITY
0.080319405,-0.016367674,0.157238007,-2.708355188,0.106808379,0.366200149,0.177321454,2.735086544,NO_ACTIVITY
0.094137967,-0.015176296,0.16352272,-2.220088243,0.473008543,0.366200149,0.189293309,2.299267588,NO_ACTIVITY
0.071334779,0.017682314,0.167326927,-1.731821418,0.473008543,0.366200149,0.182755617,1.832224073,NO_ACTIVITY
0.072477043,0.010599852,0.209013939,-1.182521343,0.656108558,0.305166781,0.221477099,1.386348416,NO_ACTIVITY
0.040373325,0.018522382,0.212248802,-0.63322109,0.59507519,0.427233517,0.216847038,0.968303624,NO_ACTIVITY
0.038768709,0.062030911,-0.113417625,1.869146585,1.510575533,0.488266855,0.134960752,2.452336013,NO_ACTIVITY
0.017992258,-0.003867388,0.174957275,-0.267020941,0.289908439,0.366200149,0.175922501,0.538005237,NO_ACTIVITY
0.008843064,0.012087822,0.157705307,0.892612815,0.106808379,0.366200149,0.158414895,0.97070501,NO_ACTIVITY
-0.001722157,0.031299829,0.139603615,1.441913009,-0.015258339,0.67136693,0.143079748,1.590622361,NO_ACTIVITY
-0.024181902,0.004759669,0.144120216,1.869146585,0.045775019,0.427233517,0.146212365,1.917898013,NO_ACTIVITY
0.011761725,0.030366302,0.110524178,2.052246571,0.045775019,0.67136693,0.115221718,2.159755749,NO_ACTIVITY
0.008251429,0.018774509,0.054611206,2.296380043,-0.076291695,0.732400298,0.058334828,2.41155384,NO_ACTIVITY
0.02734822,0.004610538,0.060872078,2.540513515,0.045775019,0.793433607,0.066892392,2.661924335,NO_ACTIVITY
0.040462136,0.035564303,0.008863449,2.540513515,0.473008543,0.854467034,0.05459455,2.721775141,NO_ACTIVITY
0.031218827,0.025926232,0.003649712,2.662580252,0.717141926,0.610333562,0.040744387,2.824204879,NO_ACTIVITY
0.021064043,0.066139102,-0.031220436,2.540513515,0.900241971,0.793433607,0.076110383,2.809658594,NO_ACTIVITY
0.0741027,0.07171762,-0.034876823,2.296380043,1.083342075,0.488266855,0.10886239,2.58561325,NO_ACTIVITY
0.029475212,0.046450973,-0.080042839,2.174313307,1.327475548,0.610333562,0.097125368,2.619606219,NO_ACTIVITY
0.008643448,0.034237266,0.180665016,0.465379357,0.228875071,0.549300194,0.184083534,0.755441889,NO_ACTIVITY
0.067673564,-0.057169557,0.134202957,-0.572187722,0.106808379,0.488266855,0.160805793,0.75974426,NO_ACTIVITY
0.010364592,0.022234917,-0.094800949,0.099179201,1.022308707,-0.366200149,0.097923625,1.090437598,NO_ACTIVITY
0.035397828,0.068534851,-0.061434746,0.221245915,1.083342075,-0.366200149,0.098611663,1.164767082,NO_ACTIVITY
-0.017968893,0.050426364,-0.083767891,-0.938387871,-0.625591934,0.244133428,0.099412066,1.153922958,NO_ACTIVITY
-0.045522213,0.057838202,-0.036642075,-0.755287766,-0.442491829,0.244133428,0.082220259,0.908768265,NO_ACTIVITY
-0.009956896,0.088948488,-0.030297279,-1.060454488,-0.686625242,0.183100075,0.094492849,1.276535774,NO_ACTIVITY
-0.006851435,0.057063818,-0.009718895,-1.426654696,-0.625591934,0.122066714,0.058289608,1.562564934,NO_ACTIVITY
-0.004933417,0.044789553,-0.042691231,-1.426654696,-0.564558566,0.122066714,0.062072408,1.539145958,NO_ACTIVITY
0.011195719,0.036102176,-0.004142761,-1.365621328,-0.74765861,0.122066714,0.038024646,1.561670674,NO_ACTIVITY
0.016333103,0.05605042,0.002013206,-1.670788169,-0.808691978,0.0,0.058416375,1.856210069,NO_ACTIVITY
0.009597361,0.037983298,0.022407532,-1.731821418,-0.74765861,-0.122066714,0.045132447,1.890264295,NO_ACTIVITY
0.017160654,0.06407094,0.023637772,-1.670788169,-0.74765861,0.0,0.070415323,1.830444346,NO_ACTIVITY
0.048458397,0.024539828,0.074731827,-1.853888154,-0.930758715,-0.061033357,0.0923865,2.075316396,NO_ACTIVITY
0.060286641,0.015239596,0.036341667,-1.853888154,-0.991792023,-0.061033357,0.072023893,2.103396723,NO_ACTIVITY
-0.036916792,0.070694208,-0.089332581,-0.63322109,-0.442491829,0.427233517,0.119753207,0.882777688,NO_ACTIVITY
0.06394279,0.03418076,0.042172432,-1.731821418,-0.503525198,-0.061033357,0.083877999,1.804568679,NO_ACTIVITY
0.046773136,0.001025558,0.019474983,-1.30458796,-0.320425123,-0.183100075,0.05067596,1.355783037,NO_ACTIVITY
0.056711793,-0.009726882,0.034945488,-1.121487975,-0.381458491,0.0,0.06732033,1.184586788,NO_ACTIVITY
0.053522646,-0.033647299,0.037185669,-1.060454488,-0.381458491,-0.183100075,0.073345677,1.141753011,NO_ACTIVITY
0.028033435,-0.051352978,0.020439148,-0.938387871,-0.015258339,0.061033357,0.06197387,0.940494383,NO_ACTIVITY
0.01941663,-0.046634078,0.038222313,-0.877354503,-0.015258339,0.122066714,0.063345781,0.885936805,NO_ACTIVITY
-0.023464203,-0.058648825,0.028534889,-0.572187722,0.106808379,0.122066714,0.069314453,0.594732798,NO_ACTIVITY
-0.030333519,-0.088613272,0.039077759,-0.389087647,0.167841733,0.061033357,0.10148648,0.428118109,NO_ACTIVITY
-0.031108081,-0.080450058,0.016256332,-0.389087647,0.106808379,0.366200149,0.087773532,0.544885104,NO_ACTIVITY
-0.05322963,-0.12228775,0.043505669,-0.083920866,0.228875071,0.427233517,0.140286958,0.491889203,NO_ACTIVITY
-0.066679776,-0.071347117,0.022987366,-0.083920866,0.411975145,0.549300194,0.100324586,0.691734729,NO_ACTIVITY
-0.058506966,-0.085205913,0.032299042,0.221245915,0.411975145,0.793433607,0.10828823,0.920983259,NO_ACTIVITY
0.040355086,-0.00388062,0.028993607,-1.548721433,-0.442491829,-0.122066714,0.049841965,1.615313399,NO_ACTIVITY
-0.044432461,-0.059923649,0.002306938,0.526412725,0.534041882,0.549300194,0.074635174,0.929538483,NO_ACTIVITY
-0.037060976,0.045824766,-0.080548286,-0.328054279,-0.259391785,0.427233517,0.099807072,0.597856326,NO_ACTIVITY
-0.040100932,0.028746009,-0.084255219,0.160212561,0.106808379,0.488266855,0.097638925,0.524862474,NO_ACTIVITY
0.067274272,-0.012682199,0.16774559,-1.060454488,-0.74765861,0.244133428,0.181177396,1.320287184,NO_ACTIVITY
0.047142804,0.021475792,0.17595768,-0.63322109,-0.503525198,0.122066714,0.183425076,0.818172876,NO_ACTIVITY
0.07238245,-0.019842148,0.199477196,-0.205987573,-0.564558566,0.061033357,0.21312926,0.604054902,NO_ACTIVITY
0.051041543,-0.001796007,0.172837257,0.160212561,-0.808691978,-0.061033357,0.180225365,0.826665502,NO_ACTIVITY
0.089146554,-0.020976305,0.190307617,0.282279283,-0.74765861,-0.061033357,0.211196834,0.801498635,NO_ACTIVITY
0.099652112,-0.023492455,0.176728249,0.648479402,-0.625591934,-0.183100075,0.204243268,0.919465301,NO_ACTIVITY
0.076860249,-0.054716706,0.147782326,0.953646183,-0.503525198,-0.183100075,0.175331206,1.093848392,NO_ACTIVITY
0.099440157,-0.012362361,0.092885971,1.075712919,-0.686625242,-0.122066714,0.136634463,1.281995628,NO_ACTIVITY
0.069654226,-0.048928261,0.101372719,1.38087976,-0.198358402,-0.244133428,0.132371122,1.416254249,NO_ACTIVITY
0.079580128,-0.060484648,0.065815926,1.686046481,-0.137325048,-0.305166781,0.119679261,1.718935039,NO_ACTIVITY
0.059823632,-0.060219884,0.066166878,1.502946377,0.289908439,-0.305166781,0.107626006,1.560775922,NO_ACTIVITY
-0.030151963,0.044939041,-0.077643394,-0.083920866,-0.076291695,0.305166781,0.094642247,0.325560899,NO_ACTIVITY
0.060754299,-0.057499051,0.072498322,1.930179834,0.473008543,-0.427233517,0.110694319,2.032697654,NO_ACTIVITY
0.032206416,-0.050194263,-0.017789841,2.052246571,1.022308707,-0.427233517,0.062235004,2.33224346,NO_ACTIVITY
0.056580067,-0.030181646,-0.022667885,1.991213202,1.205408812,-0.427233517,0.06801521,2.366530984,NO_ACTIVITY
0.001358747,-0.013691783,-0.032198906,1.808113337,1.327475548,-0.427233517,0.035015435,2.283417099,NO_ACTIVITY
0.009565353,-0.030566096,-0.065400124,1.625013113,1.510575533,-0.488266855,0.072821414,2.27176376,NO_ACTIVITY
-0.001164436,-0.02452445,-0.044821739,1.563979864,1.510575533,-0.366200149,0.051105703,2.204988437,NO_ACTIVITY
-0.04498136,-0.005403042,-0.082595825,1.441913009,1.571608901,-0.305166781,0.094205021,2.154575231,NO_ACTIVITY
-0.031638026,-0.011247993,-0.093914986,1.197779655,1.205408812,-0.061033357,0.099737188,1.700415119,NO_ACTIVITY
-0.055327177,0.015143394,-0.076619148,1.136746287,0.961275399,-0.183100075,0.095712657,1.499922715,NO_ACTIVITY
-0.051788509,-0.003715396,-0.101042747,1.014679551,0.59507519,0.122066714,0.113602336,1.1826197,NO_ACTIVITY
-0.044874549,0.016940475,-0.103865623,0.526412725,0.656108558,0.061033357,0.114406174,0.843394254,NO_ACTIVITY
-0.008360445,0.040092707,-0.122052193,0.343312621,0.289908439,0.305166781,0.128740281,0.54317329,NO_ACTIVITY
0.048731923,-0.046688676,0.0086689,1.74707973,0.717141926,-0.488266855,0.068042506,1.950636985,NO_ACTIVITY
0.0359568,0.044065475,-0.056127548,0.160212561,1.083342075,-0.427233517,0.07990594,1.175511206,NO_ACTIVITY
-0.049484313,0.001903653,-0.02626133,0.587446034,0.411975145,0.427233517,0.056053354,0.835071758,NO_ACTIVITY
-0.028747201,0.028053403,0.016459465,0.587446034,0.411975145,0.610333562,0.043408628,0.94197846,NO_ACTIVITY
0.144525707,0.004818916,0.06959343,-1.060454488,-0.320425123,0.305166781,0.160480987,1.149070383,NO_ACTIVITY
0.144403577,-0.009780288,0.065617561,-0.938387871,0.228875071,0.305166781,0.158914164,1.012957234,NO_ACTIVITY
0.097216725,0.031421304,0.137701035,-0.63322109,0.717141926,0.061033357,0.17146418,0.958637868,NO_ACTIVITY
0.098179936,0.003118873,0.102250099,-0.205987573,0.900241971,-0.244133428,0.141788963,0.955231709,NO_ACTIVITY
0.055554271,-0.006299138,0.101500511,0.160212561,1.571608901,-0.244133428,0.115880585,1.59850672,NO_ACTIVITY
0.059999645,-0.019411445,0.118564606,0.221245915,1.693675637,-0.366200149,0.134291948,1.746879924,NO_ACTIVITY
0.013440311,-0.032506824,0.123598099,0.282279283,1.815742373,-0.366200149,0.12850613,1.87368741,NO_ACTIVITY
-0.013591886,-0.047024608,0.105965614,0.892612815,1.815742373,-0.366200149,0.116725167,2.056156743,NO_ACTIVITY
-0.045348823,-0.041406393,0.063485146,1.136746287,1.815742373,-0.427233517,0.088325358,2.184408608,NO_ACTIVITY
-0.061347604,-0.084742785,0.078335762,1.075712919,1.510575533,-0.244133428,0.130695676,1.870453917,NO_ACTIVITY
-0.037075102,-0.051733851,0.065714836,1.319846272,0.961275399,-0.183100075,0.091484394,1.643036887,NO_ACTIVITY
0.14622432,-0.034688354,0.125071526,-1.548721433,-0.808691978,0.488266855,0.195519104,1.814090768,NO_ACTIVITY
-0.073973954,-0.072591901,0.093522072,1.319846272,0.717141926,-0.122066714,0.139599813,1.507045788,NO_ACTIVITY
-0.041187882,-0.034934163,0.036046982,1.441913009,0.045775019,-0.122066714,0.064932444,1.447794447,NO_ACTIVITY
-0.027800858,-0.015738249,0.029548645,1.502946377,-0.198358402,0.183100075,0.043516693,1.526996891,NO_ACTIVITY
-0.00399816,0.019932747,0.013589859,1.38087976,-0.381458491,0.305166781,0.02445371,1.46474102,NO_ACTIVITY
0.046762228,0.024546504,0.012029648,1.441913009,-0.442491829,0.183100075,0.054165942,1.519354396,NO_ACTIVITY
0.011627555,0.012454033,0.021166801,1.197779655,-0.381458491,0.122066714,0.027172347,1.262967524,NO_ACTIVITY
0.04336369,0.071892262,-0.027934074,1.38087976,-0.076291695,-0.061033357,0.088482876,1.384331754,NO_ACTIVITY
0.069069505,0.042892098,-0.03386116,1.136746287,-0.015258339,0.061033357,0.088073303,1.138485841,NO_ACTIVITY
0.049588323,0.09379065,-0.014766693,1.136746287,0.289908439,-0.122066714,0.107115559,1.179465687,NO_ACTIVITY
0.075614572,0.079001427,-0.013616562,0.770546138,0.534041882,-0.488266855,0.110200724,1.05704617,NO_ACTIVITY
0.064771235,0.076650143,-0.025440216,0.404345989,0.717141926,-0.244133428,0.103526624,0.858713778,NO_ACTIVITY
0.056461811,0.09104538,-0.078712463,0.587446034,0.961275399,-0.244133428,0.132939269,1.152711744,NO_ACTIVITY
-0.049057841,-0.037569404,0.054537773,1.441913009,0.534041882,0.122066714,0.082416628,1.542470142,NO_ACTIVITY
-0.021273255,0.013191342,0.017831802,0.465379357,0.656108558,0.610333562,0.030733306,1.009734343,NO_ACTIVITY
0.115890801,-0.014887691,0.071996689,-1.792854905,-0.991792023,0.854467034,0.13724374,2.219931089,NO_ACTIVITY
0.079234719,-0.045042992,0.045888901,-2.342155218,-1.41902554,0.854467034,0.102043143,2.868699786,NO_ACTIVITY
-0.004345953,0.040413737,-0.01461792,0.526412725,0.656108558,0.488266855,0.043195382,0.972621879,NO_ACTIVITY
-0.002510965,0.064483404,0.003266335,0.648479402,0.534041882,0.549300194,0.064614884,1.00372156,NO_ACTIVITY
0.012321472,0.081188679,-0.001577377,0.587446034,0.656108558,0.427233517,0.082133479,0.978825705,NO_ACTIVITY
0.016429961,0.100148082,0.007884979,0.526412725,0.717141926,0.366200149,0.101792705,0.962031938,NO_ACTIVITY
0.011069775,0.116645813,-0.04210186,0.343312621,0.839208663,0.488266855,0.124504426,1.029824867,NO_ACTIVITY
-0.0120309,0.103492856,-0.012052536,0.404345989,0.839208663,0.366200149,0.104884591,1.000934267,NO_ACTIVITY
-0.000540614,0.101096034,-0.057095528,0.099179201,0.534041882,0.305166781,0.116105985,0.623028097,NO_ACTIVITY
-0.018950224,0.059813261,-0.042326927,0.160212561,0.778175294,0.366200149,0.075685573,0.874829928,NO_ACTIVITY
-0.013388515,0.087734103,-0.047874451,0.099179201,0.534041882,0.305166781,0.100838922,0.623028097,NO_ACTIVITY
-0.021090627,0.056215048,-0.05929184,-0.450120986,0.350941777,0.488266855,0.084382868,0.751114875,NO_ACTIVITY
-0.036084235,0.037018895,-0.087226868,-0.450120986,0.106808379,0.244133428,0.101395252,0.523085138,NO_ACTIVITY
0.12978816,0.002362847,0.024415016,-2.220088243,-1.296958804,0.793433607,0.13208574,2.690804868,NO_ACTIVITY
-0.045114696,0.023003101,-0.080438614,-0.694254398,0.106808379,0.305166781,0.095051823,0.765848525,NO_ACTIVITY
-0.058896601,0.001849532,-0.058865547,-1.548721433,-0.74765861,0.366200149,0.083290954,1.758304303,NO_ACTIVITY
-0.028127849,-0.012254,-0.027279854,-1.914921641,-0.686625242,0.183100075,0.041055168,2.042524113,NO_ACTIVITY
-0.038025379,-0.024674416,-0.042207718,-2.036988258,-1.052825451,0.183100075,0.06193745,2.300280033,NO_ACTIVITY
-0.036240935,-0.060783625,-0.033286095,-2.281121492,-1.235925555,0.366200149,0.078204978,2.620139269,NO_ACTIVITY
-0.029709101,-0.084634185,-0.020857811,-2.525255203,-1.1138587,0.366200149,0.092090305,2.784187062,NO_ACTIVITY
-0.05063957,-0.068704009,0.005788803,-2.464221716,-1.357992172,0.488266855,0.085545994,2.855684844,NO_ACTIVITY
-0.020358205,-0.068380356,0.015576363,-2.586288452,-1.235925555,0.549300194,0.073027068,2.91858367,NO_ACTIVITY
-0.024852812,-0.054810643,0.027687073,-2.891455412,-1.41902554,0.732400298,0.066245323,3.303113392,NO_ACTIVITY
0.008625209,-0.085210443,-0.001862526,-2.708355188,-1.296958804,0.732400298,0.085666112,3.090906042,NO_ACTIVITY
0.022914469,-0.059728146,0.055512428,-2.647321701,-1.41902554,0.732400298,0.084700378,3.09165908,NO_ACTIVITY
0.067930043,-0.061818004,0.035194397,-2.525255203,-1.480058908,0.732400298,0.098359554,3.017266712,NO_ACTIVITY
-0.026892364,0.005650043,-0.047567368,-0.877354503,-0.137325048,0.183100075,0.054934294,0.906716455,NO_ACTIVITY
0.027592719,0.001696587,0.160598755,-1.548721433,-0.686625242,0.305166781,0.162960721,1.721371274,NO_ACTIVITY
0.077972472,-0.085109115,0.112926483,0.160212561,0.106808379,0.366200149,0.161479591,0.413737409,NO_ACTIVITY
0.093497515,-0.104804993,0.073309898,0.648479402,0.228875071,0.305166781,0.158430467,0.752353705,NO_ACTIVITY
0.000630319,0.008008242,0.079620361,1.258812904,1.449542284,-0.183100075,0.080024566,1.928550855,NO_ACTIVITY
-0.036179543,0.012673974,0.09781456,1.74707973,1.449542284,-0.183100075,0.105058446,2.277495566,NO_ACTIVITY
-0.070213377,-0.009184599,0.080162048,2.052246571,1.571608901,-0.061033357,0.106959007,2.585613195,NO_ACTIVITY
-0.049351633,0.016353607,0.057842255,2.357413292,1.26644218,0.122066714,0.077773714,2.678838089,NO_ACTIVITY
-0.075054348,0.014187455,0.042797089,2.540513515,1.449542284,0.0,0.087555867,2.924958419,NO_ACTIVITY
-0.068441451,0.034394979,0.072972298,2.662580252,1.327475548,0.122066714,0.105793209,2.977654313,NO_ACTIVITY
-0.101221323,0.030540824,0.068411827,2.906713486,1.083342075,0.366200149,0.125931236,3.123574217,NO_ACTIVITY
-0.06732285,0.042045951,0.034164429,2.845680237,1.083342075,0.244133428,0.086414329,3.054689377,NO_ACTIVITY
-0.051654339,0.002422214,-0.008113861,2.662580252,0.59507519,0.488266855,0.052343792,2.771615522,NO_ACTIVITY
-0.050631762,0.020272851,-0.019153595,2.662580252,0.534041882,0.427233517,0.057805051,2.749011242,NO_ACTIVITY
-0.051041543,0.026070476,-0.039628029,2.540513515,-0.137325048,0.549300194,0.069679908,2.602844174,NO_ACTIVITY
-0.043729305,-0.001723289,0.063616753,1.075712919,1.327475548,-0.061033357,0.077216016,1.709700174,NO_ACTIVITY
-0.036337197,0.004785061,-0.051588058,2.174313307,-0.015258339,0.488266855,0.063282039,2.228514235,NO_ACTIVITY
0.018655896,0.024963498,-0.113017082,1.686046481,-0.381458491,0.732400298,0.117235146,1.877411386,NO_ACTIVITY
0.015841067,0.034259439,-0.12183857,1.136746287,-0.564558566,0.793433607,0.12755111,1.49681508,NO_ACTIVITY
0.042665184,0.053216338,-0.147173882,0.70951277,-0.686625242,0.732400298,0.162211122,1.229338355,NO_ACTIVITY
0.062086761,0.059395313,-0.117577553,0.282279283,-0.564558566,0.732400298,0.145626406,0.966859951,NO_ACTIVITY
0.070667088,0.087250233,-0.108347893,-0.267020941,-0.564558566,0.366200149,0.156031107,0.723967614,NO_ACTIVITY
0.104213417,0.044015288,-0.101481438,-0.63322109,-0.320425123,0.366200149,0.15197455,0.798588603,NO_ACTIVITY
0.088849843,0.068027139,-0.091030121,-0.938387871,-0.137325048,0.183100075,0.144251409,0.965896269,NO_ACTIVITY
0.101048231,0.115900159,-0.087720871,-1.243554592,-0.198358402,0.0,0.177026956,1.25927522,NO_ACTIVITY
0.12388742,0.06517756,-0.105736732,-1.670788169,-0.137325048,-0.183100075,0.17543222,1.686391684,NO_ACTIVITY
0.091846526,0.049480081,-0.099819183,-2.036988258,-0.015258339,-0.366200149,0.14438813,2.069699623,NO_ACTIVITY
0.086313486,0.054506898,-0.080798149,-2.220088243,0.106808379,-0.793433607,0.13018971,2.360028967,NO_ACTIVITY
-0.024104893,0.017185807,-0.071708679,1.869146585,-0.381458491,0.732400298,0.077579202,2.043435767,NO_ACTIVITY
0.073694468,0.029821754,-0.047676086,-2.281121492,-0.137325048,-0.610333562,0.092699626,2.365349972,NO_ACTIVITY
-0.010205626,-0.04191637,0.077368736,0.526412725,1.022308707,-0.244133428,0.088583623,1.1755112,NO_ACTIVITY
0.026954412,-0.051019669,0.068031311,-0.389087647,0.473008543,-0.183100075,0.089206537,0.639258881,NO_ACTIVITY
0.006486475,0.020115137,-0.129962921,0.831579506,-0.137325048,0.610333562,0.131670247,1.040619864,NO_ACTIVITY
-0.01017648,0.01087153,-0.176540375,0.465379357,-0.137325048,0.610333562,0.177167307,0.779707107,NO_ACTIVITY
0.011266053,0.010392785,-0.15139389,0.099179201,-0.198358402,0.549300194,0.152167815,0.592379331,NO_ACTIVITY
0.033764899,0.017335057,-0.139458656,-0.022887509,0.106808379,0.366200149,0.144531275,0.382144498,NO_ACTIVITY
