ax,ay,az,gx,gy,gz,aMagnitude,gMagnitude,Activity
-0.044834048,0.024157524,0.009166718,-0.694254398,1.022308707,0.122066714,0.05174656,1.241774756,NO_ACTIVITY
-0.024456382,-0.006378889,0.00679493,-0.694254398,1.144375443,0.122066714,0.026172044,1.344055285,NO_ACTIVITY
-0.025733501,0.01794982,0.012757301,-0.267020941,0.59507519,0.122066714,0.033869718,0.663562316,NO_ACTIVITY
-0.015502453,-0.011481047,0.010347366,-0.205987573,0.167841733,0.0,0.021890831,0.265709855,NO_ACTIVITY
-0.005607605,-0.049136639,-0.019386292,-0.267020941,0.045775019,-0.061033357,0.053119514,0.27770597,NO_ACTIVITY
-0.016163051,-0.018831491,0.01170063,-0.022887509,-0.137325048,-0.061033357,0.027436728,0.152010124,NO_ACTIVITY
-0.003666639,0.01956296,0.006288528,-0.816321135,1.632642269,0.122066714,0.02087341,1.829426483,NO_ACTIVITY
0.046689421,-0.001065969,0.007398605,0.160212561,-0.442491829,-0.122066714,0.047284011,0.486176271,NO_ACTIVITY
0.04949829,0.000800848,-0.001133919,0.892612815,-1.357992172,-0.122066714,0.049517753,1.629662744,NO_ACTIVITY
0.020964384,0.019527197,0.026579857,0.465379357,-1.052825451,-0.122066714,0.039080758,1.157548988,NO_ACTIVITY
0.049420416,-0.008980989,0.040361404,0.343312621,-0.808691978,0.0,0.064436625,0.87854782,NO_ACTIVITY
0.034086764,-0.003211737,-0.001573563,0.404345989,-0.869725347,-0.061033357,0.03427388,0.961063436,NO_ACTIVITY
0.037747622,-0.02375412,0.020956039,0.587446034,-0.74765861,-0.061033357,0.049277751,0.952791326,NO_ACTIVITY
0.031932026,-0.024117947,0.027813911,0.648479402,-0.808691978,-0.122066714,0.04873339,1.043747351,NO_ACTIVITY
0.027506828,-0.008932114,0.008501053,0.526412725,-0.625591934,0.366200149,0.030144256,0.895867275,NO_ACTIVITY
0.01017186,0.003790855,0.015482903,0.526412725,-0.320425123,0.244133428,0.018909194,0.662860278,NO_ACTIVITY
-0.030622274,0.005716801,-0.026298523,0.465379357,-0.259391785,0.305166781,0.040767852,0.613994144,NO_ACTIVITY
0.009811223,0.02298665,0.018949509,0.221245915,0.045775019,0.366200149,0.031364471,0.430287876,NO_ACTIVITY
-0.022370309,-0.003542185,0.017558098,0.343312621,0.167841733,0.366200149,0.028657714,0.529279654,NO_ACTIVITY
-0.049911976,0.004205942,0.015067101,-0.083920866,0.59507519,0.244133428,0.052305954,0.648658866,NO_ACTIVITY
-0.040685922,0.025633812,-0.008818626,-0.022887509,0.656108558,0.244133428,0.04888972,0.700430874,NO_ACTIVITY
0.026992887,0.01074934,0.01326561,0.282279283,-1.174892068,-0.244133428,0.031939641,1.23274251,NO_ACTIVITY
-0.03854388,0.000530958,-0.017074585,-0.267020941,0.656108558,0.183100075,0.042159863,0.7316449,NO_ACTIVITY
-0.049949765,0.012891769,-0.025177002,-0.511154354,0.900241971,0.183100075,0.057402597,1.05130396,NO_ACTIVITY
-0.002459764,-0.001023769,-0.003520012,-0.572187722,0.900241971,0.122066714,0.004414638,1.073654823,NO_ACTIVITY
-0.013477206,0.022024632,0.023898125,-0.389087647,0.534041882,0.0,0.035182948,0.66074952,NO_ACTIVITY
-0.022352606,-0.025256634,-0.013049126,-0.63322109,0.473008543,0.183100075,0.036163742,0.811314777,NO_ACTIVITY
-0.038335502,-0.00198245,-0.015223503,-0.328054279,0.534041882,-0.183100075,0.041295228,0.652951743,NO_ACTIVITY
0.007504344,-0.008737087,-0.005530357,-0.511154354,0.411975145,0.061033357,0.012776413,0.659338581,NO_ACTIVITY
0.016060233,-0.013029099,0.00409317,-0.267020941,0.106808379,-0.122066714,0.021081806,0.312423583,NO_ACTIVITY
-0.00425452,-0.013910294,-0.008962631,-0.267020941,-0.259391785,-0.244133428,0.017085841,0.445180201,NO_ACTIVITY
0.012236744,-0.011196136,0.001861572,0.099179201,-0.503525198,0.0,0.016690022,0.513199901,NO_ACTIVITY
0.009438396,-0.025415421,0.035104752,0.404345989,-0.686625242,-0.244133428,0.04435505,0.833397284,NO_ACTIVITY
0.006392688,-0.012393236,-0.016293526,0.221245915,-0.869725347,-0.122066714,0.021446159,0.905688807,NO_ACTIVITY
-0.029456884,0.017445087,0.003306389,-0.450120986,0.717141926,0.305166781,0.03439435,0.900015671,NO_ACTIVITY
0.044233382,-0.010991096,0.029500008,-0.205987573,0.350941777,0.061033357,0.054292234,0.411480354,NO_ACTIVITY
-0.036610991,0.031731606,0.016975403,0.282279283,-0.503525198,0.122066714,0.051336378,0.590016526,NO_ACTIVITY
-0.012057275,0.04975605,-0.019192696,0.160212561,-0.198358402,0.183100075,0.054675424,0.313910429,NO_ACTIVITY
